sid,start,end,type,value,lat,lng
m16,2020-4-9 12:11:20,2020-4-9 12:21:20,p2,984.6030988,0.156567,-119.92014
m16,2020-4-9 15:05:30,2020-4-9 15:15:30,p2,468.5942751,0.156567,-119.92014
m16,2020-4-9 15:51:25,2020-4-9 16:01:25,p2,517.2137933,0.156567,-119.92014
m16,2020-4-9 15:52:55,2020-4-9 16:02:55,p2,384.6437173,0.156567,-119.92014
m16,2020-4-9 19:47:30,2020-4-9 19:57:30,p2,741.4837851,0.095464,-119.900376
m16,2020-4-9 19:48:00,2020-4-9 19:58:00,p2,1002.26689,0.095464,-119.900376
m16,2020-4-9 21:25:10,2020-4-9 21:35:10,p2,430.9829426,0.095464,-119.900376
m16,2020-4-10 00:37:55,2020-4-10 00:47:55,p2,577.1496134,0.095464,-119.900376
m16,2020-4-10 00:49:35,2020-4-10 00:59:35,p2,512.1856287,0.095464,-119.900376
m16,2020-4-10 03:25:10,2020-4-10 03:35:10,p2,382.1478703,0.095464,-119.900376
m16,2020-4-10 05:32:15,2020-4-10 05:42:15,p2,738.2513959,0.095464,-119.900376
m16,2020-4-10 08:01:10,2020-4-10 08:11:10,p2,307.9155108,0.095464,-119.900376
m16,2020-4-10 12:50:10,2020-4-10 13:00:10,p2,403.1308527,0.113278,-119.90111
m16,2020-4-10 16:59:40,2020-4-10 17:09:40,p2,605.8828857,0.095533,-119.900281
m16,2020-4-10 20:07:00,2020-4-10 20:17:00,p2,845.2518292,0.095533,-119.900281
m16,2020-4-10 20:12:00,2020-4-10 20:22:00,p2,351.1882598,0.095533,-119.900281
m17,2020-4-8 10:17:40,2020-4-8 10:27:40,p2,656.1213215,0.152571,-119.855699
m17,2020-4-8 11:28:50,2020-4-8 11:38:50,p2,706.5416281,0.152571,-119.855699
m17,2020-4-8 16:23:50,2020-4-8 16:33:50,p2,825.9309522,0.150072,-119.89067
m17,2020-4-8 19:24:25,2020-4-8 19:34:25,p2,326.9440712,0.117486,-119.925082
m17,2020-4-8 23:21:30,2020-4-8 23:31:30,p2,489.1122891,0.117486,-119.925082
m17,2020-4-9 03:05:25,2020-4-9 03:15:25,p2,870.3294433,0.117486,-119.925082
m17,2020-4-9 10:12:35,2020-4-9 10:22:35,p2,1460.370177,0.152593,-119.855721
m17,2020-4-9 15:11:30,2020-4-9 15:21:30,p2,325.1066069,0.152593,-119.855721
m17,2020-4-9 19:33:45,2020-4-9 19:43:45,p2,416.7957012,0.11751,-119.925059
m17,2020-4-9 22:35:15,2020-4-9 22:45:15,p2,454.0160463,0.11751,-119.925059
m17,2020-4-10 02:14:30,2020-4-10 02:24:30,p2,239.1227205,0.11751,-119.925059
m17,2020-4-10 04:45:40,2020-4-10 04:55:40,p2,442.0464945,0.11751,-119.925059
m17,2020-4-10 05:06:00,2020-4-10 05:16:00,p2,205.6677845,0.133552,-119.92518
m17,2020-4-10 05:23:40,2020-4-10 05:33:40,p2,282.4688913,0.132951,-119.9246
m17,2020-4-10 08:51:15,2020-4-10 09:01:15,p2,438.7110622,0.117576,-119.925134
m17,2020-4-10 10:48:25,2020-4-10 10:58:25,p2,430.5853834,0.117576,-119.925134
m17,2020-4-10 11:05:10,2020-4-10 11:15:10,p2,615.515944,0.117576,-119.925134
m17,2020-4-10 14:28:00,2020-4-10 14:38:00,p2,709.6450854,0.117576,-119.925134
m17,2020-4-10 15:07:40,2020-4-10 15:17:40,p2,422.6472226,0.117576,-119.925134
m17,2020-4-10 16:04:35,2020-4-10 16:14:35,p2,515.0280898,0.117576,-119.925134
m17,2020-4-10 16:26:05,2020-4-10 16:36:05,p2,1121.227682,0.117576,-119.925134
m17,2020-4-10 17:17:50,2020-4-10 17:27:50,p2,423.6772146,0.117576,-119.925134
m17,2020-4-10 17:25:55,2020-4-10 17:35:55,p2,683.7772563,0.117576,-119.925134
m17,2020-4-10 20:06:40,2020-4-10 20:16:40,p2,427.1572718,0.117576,-119.925134
m17,2020-4-10 20:16:45,2020-4-10 20:26:45,p2,777.8985777,0.117576,-119.925134
m17,2020-4-10 20:23:40,2020-4-10 20:33:40,p2,343.7034012,0.117576,-119.925134
m17,2020-4-10 21:16:30,2020-4-10 21:26:30,p2,698.9794863,0.117576,-119.925134
m17,2020-4-10 21:38:05,2020-4-10 21:48:05,p2,485.1261635,0.117576,-119.925134
m17,2020-4-10 22:11:25,2020-4-10 22:21:25,p2,732.2809456,0.117576,-119.925134
m17,2020-4-10 22:38:35,2020-4-10 22:48:35,p2,763.5740108,0.117576,-119.925134
m18,2020-4-6 09:36:05,2020-4-6 09:46:05,p2,344.0554183,0.11517,-119.918415
m18,2020-4-7 15:25:35,2020-4-7 15:35:35,p2,1182.750216,0.11513,-119.918428
m18,2020-4-8 08:34:55,2020-4-8 08:44:55,p2,726.9530185,0.115156,-119.918421
m18,2020-4-8 08:47:40,2020-4-8 08:57:40,p2,1098.60662,0.115156,-119.918421
m18,2020-4-8 14:58:05,2020-4-8 15:08:05,p2,1178.039089,0.115156,-119.918421
m18,2020-4-9 15:28:15,2020-4-9 15:38:15,p2,401.5235647,0.114996,-119.918514
m18,2020-4-9 16:38:45,2020-4-9 16:48:45,p2,286.8032709,0.147182,-119.91155
m18,2020-4-10 16:21:15,2020-4-10 16:31:15,p2,474.3564411,0.115108,-119.918648
m18,2020-4-10 16:22:10,2020-4-10 16:32:10,p2,817.6769342,0.115108,-119.918648
m18,2020-4-10 16:33:15,2020-4-10 16:43:15,p2,705.9266219,0.136504,-119.91155
m19,2020-4-6 02:24:50,2020-4-6 02:34:50,p2,821.5836439,0.14964,-119.90488
m19,2020-4-6 03:32:30,2020-4-6 03:42:30,p2,1219.604552,0.14964,-119.90488
m19,2020-4-6 23:21:55,2020-4-6 23:31:55,p2,816.669827,0.149683,-119.904758
m19,2020-4-7 07:42:25,2020-4-7 07:52:25,p2,955.3226225,0.13601,-119.871079
m19,2020-4-8 01:42:30,2020-4-8 01:52:30,p2,741.9485345,0.149727,-119.904843
m19,2020-4-8 16:11:40,2020-4-8 16:21:40,p2,989.1343068,0.12557,-119.84876
m19,2020-4-8 18:36:05,2020-4-8 18:46:05,p2,481.3326618,0.149507,-119.904846
m19,2020-4-8 21:49:15,2020-4-8 21:59:15,p2,988.6717468,0.149507,-119.904846
m19,2020-4-9 05:57:55,2020-4-9 06:07:55,p2,796.0296066,0.149507,-119.904846
m19,2020-4-9 07:35:00,2020-4-9 07:45:00,p2,537.1542592,0.12557,-119.84874
m19,2020-4-9 08:20:30,2020-4-9 08:30:30,p2,1001.517473,0.12557,-119.84874
m19,2020-4-9 10:30:15,2020-4-9 10:40:15,p2,987.8535752,0.12557,-119.84874
m19,2020-4-9 17:45:00,2020-4-9 17:55:00,p2,285.4486194,0.149515,-119.904841
m19,2020-4-9 19:12:35,2020-4-9 19:22:35,p2,311.3266683,0.149737,-119.90488
m19,2020-4-9 20:40:05,2020-4-9 20:50:05,p2,559.0257513,0.149737,-119.90488
m19,2020-4-9 21:20:55,2020-4-9 21:30:55,p2,583.5055245,0.149737,-119.90488
m19,2020-4-9 21:52:30,2020-4-9 22:02:30,p2,275.0140867,0.149737,-119.90488
m19,2020-4-10 01:57:25,2020-4-10 02:07:25,p2,522.8387101,0.149737,-119.90488
m19,2020-4-10 02:56:25,2020-4-10 03:06:25,p2,643.5799601,0.149737,-119.90488
m19,2020-4-10 08:58:50,2020-4-10 09:08:50,p2,747.9563358,0.12557,-119.848743
m19,2020-4-10 10:26:55,2020-4-10 10:36:55,p2,932.6848039,0.12557,-119.848743
m19,2020-4-10 12:40:20,2020-4-10 12:50:20,p2,642.416863,0.12557,-119.848743
m19,2020-4-10 15:05:00,2020-4-10 15:15:00,p2,649.882611,0.12557,-119.848743
m19,2020-4-10 15:38:50,2020-4-10 15:48:50,p2,752.4096517,0.12557,-119.848743
m19,2020-4-10 15:52:10,2020-4-10 16:02:10,p2,760.4570809,0.12557,-119.848743
m19,2020-4-10 16:01:30,2020-4-10 16:11:30,p2,528.4426034,0.12557,-119.864431
m19,2020-4-10 16:19:00,2020-4-10 16:29:00,p2,637.5858472,0.149334,-119.90157
m19,2020-4-10 17:05:10,2020-4-10 17:15:10,p2,706.3647399,0.149584,-119.904738
m19,2020-4-10 17:23:25,2020-4-10 17:33:25,p2,537.2603651,0.149584,-119.904738
m19,2020-4-10 19:16:00,2020-4-10 19:26:00,p2,580.5550347,0.149584,-119.904738
m19,2020-4-10 19:57:55,2020-4-10 20:07:55,p2,460.7093962,0.149584,-119.904738
m20,2020-4-6 02:21:55,2020-4-6 02:31:55,p2,335.5954547,0.14993,-119.91416
m20,2020-4-6 19:16:40,2020-4-6 19:26:40,p2,653.252263,0.168827,-119.909349
m20,2020-4-6 22:16:05,2020-4-6 22:26:05,p2,415.241649,0.149971,-119.914035
m20,2020-4-6 23:30:30,2020-4-6 23:40:30,p2,719.8110497,0.149971,-119.914035
m20,2020-4-7 00:57:25,2020-4-7 01:07:25,p2,866.9711228,0.149971,-119.914035
m20,2020-4-7 01:47:25,2020-4-7 01:57:25,p2,614.0023738,0.149971,-119.914035
m20,2020-4-7 06:25:05,2020-4-7 06:35:05,p2,612.153488,0.12586,-119.866152
m20,2020-4-7 09:20:15,2020-4-7 09:30:15,p2,781.56859,0.03345,-119.770942
m20,2020-4-7 19:35:00,2020-4-7 19:45:00,p2,538.9131628,0.149828,-119.914117
m20,2020-4-8 11:01:55,2020-4-8 11:11:55,p2,759.441257,0.033445,-119.770935
m20,2020-4-8 14:32:50,2020-4-8 14:42:50,p2,767.1580602,0.033445,-119.770935
m20,2020-4-8 16:11:30,2020-4-8 16:21:30,p2,522.9689987,0.033445,-119.770935
m20,2020-4-8 23:46:20,2020-4-8 23:56:20,p2,669.4634677,0.149804,-119.914119
m20,2020-4-9 05:31:25,2020-4-9 05:41:25,p2,590.2833083,0.149804,-119.914119
m20,2020-4-9 07:33:20,2020-4-9 07:43:20,p2,1030.930696,0.149804,-119.914119
m20,2020-4-9 08:24:00,2020-4-9 08:34:00,p2,925.8510318,0.149804,-119.914119
m20,2020-4-9 10:15:00,2020-4-9 10:25:00,p2,676.1874332,0.149804,-119.914119
m20,2020-4-9 12:10:30,2020-4-9 12:20:30,p2,909.7982929,0.149804,-119.914119
m20,2020-4-9 13:07:50,2020-4-9 13:17:50,p2,674.0263274,0.08265,-119.822089
m20,2020-4-9 15:06:00,2020-4-9 15:16:00,p2,635.9330952,0.033211,-119.770952
m20,2020-4-9 18:42:15,2020-4-9 18:52:15,p2,724.3158102,0.03335,-119.7709
m20,2020-4-10 05:16:25,2020-4-10 05:26:25,p2,1067.638458,0.03335,-119.7709
m20,2020-4-10 05:51:15,2020-4-10 06:01:15,p2,601.7911356,0.03335,-119.7709
m20,2020-4-10 07:35:25,2020-4-10 07:45:25,p2,880.451274,0.03335,-119.7709
m20,2020-4-10 08:03:35,2020-4-10 08:13:35,p2,614.7683151,0.03335,-119.7709
m20,2020-4-10 12:10:40,2020-4-10 12:20:40,p2,960.700263,0.03335,-119.7709
m20,2020-4-10 12:29:15,2020-4-10 12:39:15,p2,697.3355766,0.03335,-119.7709
m21,2020-4-6 13:18:35,2020-4-6 13:28:35,p2,783.31204,0.166634,-119.855534
m21,2020-4-7 02:24:05,2020-4-7 02:34:05,p2,466,0.047802,-119.74841
m21,2020-4-7 13:11:00,2020-4-7 13:21:00,p2,762.2711908,0.166605,-119.855537
m21,2020-4-9 03:24:45,2020-4-9 03:34:45,p2,845.8268262,0.047707,-119.748349
m21,2020-4-9 05:46:40,2020-4-9 05:56:40,p2,463.9081206,0.047707,-119.748349
m21,2020-4-9 06:10:25,2020-4-9 06:20:25,p2,1044.036461,0.047707,-119.748349
m21,2020-4-9 06:31:10,2020-4-9 06:41:10,p2,803.416603,0.047707,-119.748349
m22,2020-4-6 06:39:10,2020-4-6 06:49:10,p2,1422.778052,0.04205,-119.76075
m22,2020-4-6 07:02:05,2020-4-6 07:12:05,p2,849.6617736,0.04205,-119.76075
m22,2020-4-6 09:54:20,2020-4-6 10:04:20,p2,1394.717819,0.04205,-119.76075
m22,2020-4-6 16:56:00,2020-4-6 17:06:00,p2,990.3795711,0.042003,-119.760878
m22,2020-4-6 19:28:00,2020-4-6 19:38:00,p2,953.918364,0.042003,-119.760878
m22,2020-4-7 10:33:40,2020-4-7 10:43:40,p2,883.4674433,0.048022,-119.76365
m22,2020-4-7 18:32:50,2020-4-7 18:42:50,p2,815.1185137,0.041935,-119.760787
m22,2020-4-8 08:40:35,2020-4-8 08:50:35,p2,589.9009749,0.041953,-119.76078
m22,2020-4-8 10:32:10,2020-4-8 10:42:10,p2,1284.614654,0.136837,-119.792814
m22,2020-4-8 11:44:05,2020-4-8 11:54:05,p2,906.4075232,0.136837,-119.792814
m22,2020-4-8 19:06:25,2020-4-8 19:16:25,p2,396.735308,0.041912,-119.760812
m22,2020-4-8 19:52:50,2020-4-8 20:02:50,p2,474.1125719,0.041912,-119.760812
m22,2020-4-8 20:22:30,2020-4-8 20:32:30,p2,386.5972396,0.041912,-119.760812
m22,2020-4-9 00:42:05,2020-4-9 00:52:05,p2,898.689054,0.041912,-119.760812
m23,2020-4-6 05:29:45,2020-4-6 05:39:45,p2,1024.600244,0.04669,-119.73755
m23,2020-4-7 11:10:05,2020-4-7 11:20:05,p2,945.579126,0.04669,-119.73769
m23,2020-4-7 13:07:50,2020-4-7 13:17:50,p2,626.6609818,0.106026,-119.830929
m23,2020-4-8 00:11:55,2020-4-8 00:21:55,p2,1288.37037,0.04669,-119.737681
m23,2020-4-8 06:34:35,2020-4-8 06:44:35,p2,837.2769993,0.04669,-119.737681
m24,2020-4-6 01:33:45,2020-4-6 01:43:45,p2,1206.915158,0.02813,-119.84108
m24,2020-4-7 16:09:05,2020-4-7 16:19:05,p2,556.8728979,0.09405,-119.86254
m24,2020-4-8 01:47:30,2020-4-8 01:57:30,p2,949.2942955,0.028027,-119.841113
m24,2020-4-8 07:08:50,2020-4-8 07:18:50,p2,742.895005,0.028027,-119.841113
m24,2020-4-8 10:54:40,2020-4-8 11:04:40,p2,478.1499712,0.122996,-119.86245
m24,2020-4-9 00:55:55,2020-4-9 01:05:55,p2,1057.803159,0.028087,-119.841195
m24,2020-4-9 03:13:30,2020-4-9 03:23:30,p2,724.7470796,0.028087,-119.841195
m24,2020-4-9 05:32:35,2020-4-9 05:42:35,p2,486.6810171,0.028087,-119.841195
m24,2020-4-9 06:06:55,2020-4-9 06:16:55,p2,798.0710742,0.028087,-119.841195
m24,2020-4-9 09:47:55,2020-4-9 09:57:55,p2,317.353085,0.054503,-119.711874
m24,2020-4-9 09:48:00,2020-4-9 09:58:00,p2,516.5700594,0.054678,-119.711798
m25,2020-4-6 01:14:20,2020-4-6 01:24:20,p2,638.5258283,0.03451,-119.82078
m25,2020-4-6 06:44:35,2020-4-6 06:54:35,p2,468.6381549,0.10498,-119.881292
m25,2020-4-6 14:32:00,2020-4-6 14:42:00,p2,810.0657902,0.12553,-119.897825
m25,2020-4-7 06:29:20,2020-4-7 06:39:20,p2,513.0272394,0.034558,-119.820648
m25,2020-4-8 17:30:40,2020-4-8 17:40:40,p2,1293.722938,0.055113,-119.841194
m25,2020-4-8 21:16:25,2020-4-8 21:26:25,p2,513.616451,0.034642,-119.820729
m25,2020-4-8 21:43:15,2020-4-8 21:53:15,p2,718.4592625,0.034642,-119.820729
m25,2020-4-9 00:23:55,2020-4-9 00:33:55,p2,619.954861,0.034642,-119.820729
m25,2020-4-9 07:47:25,2020-4-9 07:57:25,p2,683.2272658,0.034642,-119.820729
m25,2020-4-9 08:48:50,2020-4-9 08:58:50,p2,675.8395676,0.03451,-119.78726
m25,2020-4-9 10:28:30,2020-4-9 10:38:30,p2,322.5551757,0.05467,-119.712087
m25,2020-4-9 10:28:35,2020-4-9 10:38:35,p2,556.096241,0.054754,-119.711878
m26,2020-4-7 17:00:55,2020-4-7 17:10:55,p2,772.9156293,0.05481,-119.781803
m27,2020-4-7 12:33:50,2020-4-7 12:43:50,p2,438.9928659,0.06264,-119.843322
m27,2020-4-7 16:51:40,2020-4-7 17:01:40,p2,914.4055719,0.046204,-119.83441
m27,2020-4-7 21:25:50,2020-4-7 21:35:50,p2,770.4160099,0.01715,-119.805816
m27,2020-4-8 13:17:35,2020-4-8 13:27:35,p2,605.2576371,0.150464,-119.925047
m27,2020-4-8 15:16:40,2020-4-8 15:26:40,p2,984.6350443,0.150464,-119.925047
m27,2020-4-8 20:40:55,2020-4-8 20:50:55,p2,361.6145914,0.017159,-119.805823
m27,2020-4-8 23:50:15,2020-4-9 00:00:15,p2,819.8747516,0.017159,-119.805823
m27,2020-4-9 02:57:45,2020-4-9 03:07:45,p2,1021.805623,0.017159,-119.805823
m27,2020-4-9 05:58:30,2020-4-9 06:08:30,p2,988.1192431,0.017159,-119.805823
m27,2020-4-9 08:17:55,2020-4-9 08:27:55,p2,779.0570494,0.032443,-119.778726
m27,2020-4-9 08:44:35,2020-4-9 08:54:35,p2,866.2939176,0.040717,-119.76257
m27,2020-4-9 09:54:20,2020-4-9 10:04:20,p2,218.3535482,0.054398,-119.712083
m27,2020-4-9 09:54:25,2020-4-9 10:04:25,p2,324.7982545,0.054689,-119.712045
m27,2020-4-9 09:54:30,2020-4-9 10:04:30,p2,674.0200535,0.054759,-119.711868
m28,2020-4-6 11:38:10,2020-4-6 11:48:10,p2,1026.02728,0.058534,-119.844446
m28,2020-4-7 14:15:00,2020-4-7 14:25:00,p2,1262.764275,0.058502,-119.844559
m28,2020-4-7 22:51:00,2020-4-7 23:01:00,p2,324.5789999,0.044315,-119.770756
m28,2020-4-8 05:12:40,2020-4-8 05:22:40,p2,465.7123901,0.044315,-119.770756
m28,2020-4-8 13:06:35,2020-4-8 13:16:35,p2,1094.529985,0.058473,-119.84451
m28,2020-4-8 23:11:10,2020-4-8 23:21:10,p2,547.6404732,0.044225,-119.770965
m28,2020-4-8 23:43:55,2020-4-8 23:53:55,p2,952.6505734,0.044225,-119.770965
m28,2020-4-9 01:21:40,2020-4-9 01:31:40,p2,951.8132045,0.044225,-119.770965
m28,2020-4-9 01:25:55,2020-4-9 01:35:55,p2,809.4902485,0.044225,-119.770965
m28,2020-4-9 02:41:35,2020-4-9 02:51:35,p2,894.9190014,0.044225,-119.770965
m28,2020-4-9 09:29:40,2020-4-9 09:39:40,p2,598.2321259,0.04726,-119.73284
m28,2020-4-9 09:55:55,2020-4-9 10:05:55,p2,325.8114174,0.054674,-119.71208
m28,2020-4-9 09:56:00,2020-4-9 10:06:00,p2,555.6958642,0.054762,-119.711859
m29,2020-4-6 11:09:40,2020-4-6 11:19:40,p2,1156.635876,0.06206,-119.74944
m29,2020-4-6 18:18:25,2020-4-6 18:28:25,p2,736.0048361,0.061971,-119.74944
m29,2020-4-6 21:21:30,2020-4-6 21:31:30,p2,536.0947306,0.061971,-119.74944
m29,2020-4-7 19:07:15,2020-4-7 19:17:15,p2,710.9389224,0.061945,-119.74944
m29,2020-4-8 19:18:00,2020-4-8 19:28:00,p2,763.0211435,0.061925,-119.74944
m29,2020-4-8 20:45:30,2020-4-8 20:55:30,p2,1032.802538,0.061925,-119.74944
m29,2020-4-8 21:42:55,2020-4-8 21:52:55,p2,665.488065,0.061925,-119.74944
m29,2020-4-9 00:17:15,2020-4-9 00:27:15,p2,559.8748473,0.061925,-119.74944
m30,2020-4-6 17:01:20,2020-4-6 17:11:20,p2,567.0947162,0.082913,-119.732443
m30,2020-4-7 00:53:45,2020-4-7 01:03:45,p2,561.9452102,0.082913,-119.732443
m30,2020-4-7 23:45:20,2020-4-7 23:55:20,p2,919.7498927,0.082907,-119.732419
m30,2020-4-8 01:49:25,2020-4-8 01:59:25,p2,997.2290236,0.082907,-119.732419
m30,2020-4-8 09:51:15,2020-4-8 10:01:15,p2,1154.843937,0.082907,-119.732419
m30,2020-4-8 12:13:35,2020-4-8 12:23:35,p2,883.1010627,0.082907,-119.732419
m30,2020-4-8 15:14:55,2020-4-8 15:24:55,p2,828.6214391,0.051313,-119.741177
m30,2020-4-8 16:26:20,2020-4-8 16:36:20,p2,727.8371756,0.051313,-119.741177
m30,2020-4-8 16:52:30,2020-4-8 17:02:30,p2,409.1531027,0.08289,-119.732463
m30,2020-4-9 01:01:35,2020-4-9 01:11:35,p2,575.0170656,0.08289,-119.732463
m30,2020-4-9 04:31:25,2020-4-9 04:41:25,p2,525.3370264,0.08289,-119.732463
m30,2020-4-9 18:40:35,2020-4-9 18:50:35,p2,399.5444422,0.055076,-119.712171
m30,2020-4-9 20:06:00,2020-4-9 20:16:00,p2,467.4310879,0.082891,-119.732198
m30,2020-4-9 21:29:55,2020-4-9 21:39:55,p2,342.5358385,0.082891,-119.732198
m30,2020-4-10 00:23:20,2020-4-10 00:33:20,p2,633.5370595,0.082891,-119.732198
m30,2020-4-10 01:14:00,2020-4-10 01:24:00,p2,375.9200791,0.082891,-119.732198
m30,2020-4-10 03:11:25,2020-4-10 03:21:25,p2,807.979237,0.082891,-119.732198
m30,2020-4-10 04:04:30,2020-4-10 04:14:30,p2,538.3275938,0.082891,-119.732198
m30,2020-4-10 05:32:10,2020-4-10 05:42:10,p2,907.8413652,0.082891,-119.732198
m30,2020-4-10 08:56:30,2020-4-10 09:06:30,p2,772.7665568,0.064794,-119.72827
m30,2020-4-10 09:04:55,2020-4-10 09:14:55,p2,338.6703964,0.054936,-119.712084
m30,2020-4-10 09:05:00,2020-4-10 09:15:00,p2,530.1284733,0.054859,-119.711873
m31,2020-4-6 07:23:25,2020-4-6 07:33:25,p2,439.2286771,0.08294,-119.73233
m31,2020-4-7 01:22:15,2020-4-7 01:32:15,p2,627.18932,0.112041,-119.87183
m31,2020-4-7 10:59:30,2020-4-7 11:09:30,p2,740.9446735,0.112024,-119.87182
m31,2020-4-8 03:18:30,2020-4-8 03:28:30,p2,921.2394279,0.083023,-119.732351
m31,2020-4-8 15:27:20,2020-4-8 15:37:20,p2,1015.67707,0.111907,-119.871727
m31,2020-4-8 16:12:50,2020-4-8 16:22:50,p2,792.5773545,0.111907,-119.871727
m31,2020-4-8 17:02:05,2020-4-8 17:12:05,p2,370.7399924,0.111907,-119.871727
m31,2020-4-8 17:41:50,2020-4-8 17:51:50,p2,643.9616227,0.111907,-119.871727
m31,2020-4-8 19:36:55,2020-4-8 19:46:55,p2,923.6896786,0.111907,-119.871727
m31,2020-4-8 22:34:05,2020-4-8 22:44:05,p2,1365.49226,0.111907,-119.871727
m31,2020-4-9 02:12:40,2020-4-9 02:22:40,p2,822.9001526,0.111907,-119.871727
m31,2020-4-9 05:37:30,2020-4-9 05:47:30,p2,463.1347669,0.111907,-119.871727
m31,2020-4-9 09:55:10,2020-4-9 10:05:10,p2,620.4851821,0.111907,-119.871727
m31,2020-4-9 12:00:05,2020-4-9 12:10:05,p2,415.4246144,0.13601,-119.864513
m31,2020-4-9 16:49:15,2020-4-9 16:59:15,p2,500.7951601,0.11194,-119.871949
m31,2020-4-9 18:18:10,2020-4-9 18:28:10,p2,305.8899496,0.11194,-119.871949
m31,2020-4-9 19:55:30,2020-4-9 20:05:30,p2,683.8675966,0.11194,-119.871949
m31,2020-4-9 21:36:00,2020-4-9 21:46:00,p2,659.7776313,0.11194,-119.871949
m31,2020-4-9 22:00:10,2020-4-9 22:10:10,p2,453.2815748,0.11194,-119.871949
m31,2020-4-9 23:44:10,2020-4-9 23:54:10,p2,493.7380444,0.11194,-119.871949
m31,2020-4-10 01:18:35,2020-4-10 01:28:35,p2,641.0804554,0.11194,-119.871949
m31,2020-4-10 02:05:25,2020-4-10 02:15:25,p2,194.1421207,0.11194,-119.871949
m31,2020-4-10 04:17:45,2020-4-10 04:27:45,p2,259.867191,0.11194,-119.871949
m31,2020-4-10 04:45:05,2020-4-10 04:55:05,p2,821.9729346,0.11194,-119.871949
m31,2020-4-10 10:46:55,2020-4-10 10:56:55,p2,778.8838422,0.111835,-119.871841
m31,2020-4-10 12:11:45,2020-4-10 12:21:45,p2,633.5754691,0.111835,-119.871841
m31,2020-4-10 14:40:35,2020-4-10 14:50:35,p2,423.5888942,0.111835,-119.871841
m31,2020-4-10 17:08:50,2020-4-10 17:18:50,p2,602.3842488,0.111835,-119.871841
m31,2020-4-10 19:59:40,2020-4-10 20:09:40,p2,577.1562462,0.111835,-119.871841
m31,2020-4-10 20:03:30,2020-4-10 20:13:30,p2,252.281975,0.111835,-119.871841
m31,2020-4-10 21:32:00,2020-4-10 21:42:00,p2,564.1817342,0.111835,-119.871841
m32,2020-4-6 15:49:05,2020-4-6 15:59:05,p2,907.2580983,0.11165,-119.824956
m32,2020-4-8 03:03:15,2020-4-8 03:13:15,p2,659.1742131,0.124496,-119.769201
m32,2020-4-8 10:36:35,2020-4-8 10:46:35,p2,884.1919306,0.137689,-119.819204
m32,2020-4-8 12:27:30,2020-4-8 12:37:30,p2,699.3980451,0.137689,-119.819204
m32,2020-4-8 15:01:25,2020-4-8 15:11:25,p2,513.8256734,0.133865,-119.82745
m32,2020-4-8 15:55:05,2020-4-8 16:05:05,p2,862.6198031,0.12499,-119.791003
m32,2020-4-8 20:02:55,2020-4-8 20:12:55,p2,931.8193776,0.124455,-119.769278
m32,2020-4-9 01:35:40,2020-4-9 01:45:40,p2,1056.592858,0.124455,-119.769278
m32,2020-4-9 09:58:30,2020-4-9 10:08:30,p2,844.015337,0.153869,-119.792935
m32,2020-4-9 10:40:30,2020-4-9 10:50:30,p2,831.2758807,0.153869,-119.792935
m32,2020-4-9 11:47:50,2020-4-9 11:57:50,p2,462.5179621,0.153869,-119.792935
m32,2020-4-9 19:54:35,2020-4-9 20:04:35,p2,241.6079279,0.153869,-119.792935
m32,2020-4-9 20:02:30,2020-4-9 20:12:30,p2,410.0251594,0.153869,-119.792935
m32,2020-4-9 20:12:55,2020-4-9 20:22:55,p2,216.9606866,0.153869,-119.792935
m32,2020-4-9 20:14:00,2020-4-9 20:24:00,p2,223.168497,0.153869,-119.792935
m32,2020-4-9 20:20:20,2020-4-9 20:30:20,p2,438.2891387,0.153869,-119.792935
m32,2020-4-9 20:27:05,2020-4-9 20:37:05,p2,353.1191521,0.153869,-119.792935
m32,2020-4-9 20:35:50,2020-4-9 20:45:50,p2,368.0175563,0.150362,-119.79294
m32,2020-4-9 20:37:30,2020-4-9 20:47:30,p2,668.574215,0.145133,-119.79236
m32,2020-4-10 02:24:00,2020-4-10 02:34:00,p2,330.6024068,0.124466,-119.7693
m32,2020-4-10 02:36:05,2020-4-10 02:46:05,p2,645.5001471,0.124466,-119.7693
m32,2020-4-10 05:28:10,2020-4-10 05:38:10,p2,820.8872402,0.124466,-119.7693
m32,2020-4-10 07:32:05,2020-4-10 07:42:05,p2,417.7263729,0.153852,-119.792934
m32,2020-4-10 07:46:05,2020-4-10 07:56:05,p2,295.3592352,0.153852,-119.792934
m32,2020-4-10 07:46:10,2020-4-10 07:56:10,p2,765.568127,0.153852,-119.792934
m32,2020-4-10 08:27:15,2020-4-10 08:37:15,p2,629.3077904,0.153852,-119.792934
m32,2020-4-10 08:45:05,2020-4-10 08:55:05,p2,691.472531,0.153852,-119.792934
m32,2020-4-10 09:10:05,2020-4-10 09:20:05,p2,734.887514,0.153852,-119.792934
m32,2020-4-10 12:09:00,2020-4-10 12:19:00,p2,216.8630383,0.153852,-119.792934
m32,2020-4-10 15:40:25,2020-4-10 15:50:25,p2,661.692705,0.153852,-119.792934
m32,2020-4-10 17:08:25,2020-4-10 17:18:25,p2,571.349509,0.153852,-119.792934
m32,2020-4-10 17:25:35,2020-4-10 17:35:35,p2,628.9776786,0.153852,-119.792934
m32,2020-4-10 17:32:25,2020-4-10 17:42:25,p2,657.8936476,0.153852,-119.792934
m32,2020-4-10 18:24:50,2020-4-10 18:34:50,p2,355.0797022,0.153852,-119.792934
